股票代码,股票简称,预测日期,同期每股收益,增长率（%）,估值,最新价,安全度
600686,金龙汽车,2017-10-31,-1.18,0.0,-15.459865490435842,12.24,-1.2630609060813596
600121,*ST郑煤,2017-10-31,-0.6203,0.0,-8.126910647218097,6.41,-1.2678487749170197
668,荣丰控股,2017-12-30,-0.28,117.0,-19.817767018404712,15.41,-1.2860329019081578
2154,报喜鸟,2017-10-28,-0.33,0.0,-4.323521704952397,3.36,-1.2867624121882135
2570,贝因美,2017-10-28,-0.76,0.0,-9.95720150231461,7.07,-1.4083736212609066
2073,软控股份,2017-10-21,-0.9166,0.0,-12.008909075028386,8.08,-1.4862511231470774
63,中兴通讯,2017-10-19,-0.57,282.0,-58.12645438884874,35.82,-1.622737420124197
63,中兴通讯,2017-10-27,-0.57,282.0,-58.12645438884874,35.82,-1.622737420124197
601919,中远海控,2017-10-31,-0.97,0.0,-12.708533496375228,6.97,-1.8233190095229883
600691,阳煤化工,2017-10-27,-0.517,0.0,-6.773517337758756,3.68,-1.840629711347488
2052,同洲电子,2017-10-21,-0.82,0.0,-10.743296357760501,5.55,-1.9357290734703607
2693,双成药业,2017-10-23,-0.96,0.0,-12.577517687134247,6.43,-1.956068069538763
2490,*ST墨龙,2017-10-23,-0.77,0.0,-10.088217311555594,4.74,-2.1283158885138382
410,*ST沈机,2017-12-25,-1.83,0.0,-23.975893091099657,10.45,-2.2943438364688666
600403,*ST大有,2017-10-26,-0.82,0.0,-10.743296357760501,4.65,-2.3103863134968816
600198,大唐电信,2017-10-28,-2.0129,0.0,-26.372172242117216,11.06,-2.3844640363577954
601808,中海油服,2017-10-27,-2.4,0.0,-31.443794217835613,11.78,-2.669252480291648
600401,*ST海润,2017-10-31,-0.2496,0.0,-3.270154598654904,1.1,-2.9728678169590035
300080,易成新能,2017-10-27,0.0409,-5159.0,-27.10888723906018,6.44,-4.209454540226736
300313,天山生物,2017-10-25,-0.72,103.0,-49.54688822089115,11.65,-4.252951778617266
601558,*ST锐电,2017-10-28,-0.51,0.0,-6.6818062712900685,1.55,-4.310842755671012
600096,云天化,2017-10-27,-2.5668,0.0,-33.62913791597519,7.47,-4.501892625967228
683,远兴能源,2017-12-30,-0.16,234.0,-15.871908681262392,3.0,-5.290636227087464
755,*ST三维,2017-10-28,-1.4382,39.0,-36.405968468861914,6.51,-5.592314664955747
601005,*ST重钢,2017-10-31,-1.06,0.0,-13.887675779544065,2.25,-6.172300346464029
912,*ST天化,2017-10-31,-1.09,52.0,-47.34909349731265,6.79,-6.973356921548255
600815,*ST厦工,2017-10-26,-2.8,0.0,-36.68442658747488,4.37,-8.394605626424458
